,NDVI,PV,LST
0,-0.04128378789339747,0.08888467720576695,23.555716105869838
1,0.2512948609450284,0.4068685463246177,30.939733168658087
2,0.252335658415835,0.40786740691103834,28.12769479954496
3,0.2087342105805874,0.3451112833406244,34.171354975019185
4,-0.04548599533736706,0.0859525065869093,20.44024314880371
5,0.1631675586104393,0.284667044878006,38.12827682495117
6,0.23086815307269226,0.3768522183637361,32.76918277224979
7,0.08461625706359673,0.21022269702874696,26.104927649864784
8,-0.0434760982170701,0.08745922110019586,21.59247946127867
9,0.3340355099543281,0.5350611585637798,29.240721992824387
10,0.25908711180090904,0.4186757911335338,30.10183221643621
11,0.3113960936665535,0.5004645422101021,26.97239809036255
12,0.23544861170752296,0.38392883590583143,31.914194896303375
13,0.1989179663360119,0.3311014175415039,35.99869394302368
14,-0.037211415668328605,0.0932422247197893,22.805278460184734
15,0.05858958471799269,0.19304389273747802,24.987496733665466
16,0.21806283245484034,0.35952148884534835,33.19573987325032
17,0.10880062729120255,0.22293593734502792,12.303329467773438
18,0.16872573842604954,0.2923806587855021,35.05803197224934
19,0.27861148014035025,0.45138377822201015,28.567063640540756
20,-0.04347691365650722,0.08733108710675012,22.138301213582356
21,0.18845907509482154,0.3295742267121871,27.60328992207845
22,0.012762033722052972,0.13540578186511992,24.33381487528483
23,0.25446466003593643,0.4127522275636071,31.20027968758031
24,0.13223221525549889,0.24818739295005798,39.05420112609863
25,0.16002394258975983,0.2807663679122925,17.672801971435547
26,0.2791571500045913,0.4470473442758833,30.607191358293807
27,0.25993952186817815,0.4186696968180068,29.443705092085168
28,0.3621924601752183,0.5832221127789596,27.8493463582006
29,-0.04792364609117309,0.0843694837143024,21.004647095998127
30,0.2689646574167105,0.43253156542778015,31.651874248798077
31,0.22660937381011467,0.3710135221481323,33.64924932409216
32,0.15815788879990578,0.27856942266225815,37.6365909576416
33,0.23322648506972096,0.380876402701101,32.249001410699655
34,0.16421513507763544,0.28634130623605514,36.52861976623535
35,0.2387945436813096,0.3898602223142664,30.39063514547145
36,0.28365134016463633,0.45762425190524053,26.492663032130192
37,0.3537592838207881,0.5697902176115248,27.37434588538276
38,0.29334129646139323,0.4706440399277885,28.824529575851727
39,0.060888669645899667,0.1843800952901011,25.588110633518387
40,0.3557518972083926,0.5719511015340686,28.259181082248688
41,0.2745153158903122,0.4406760168426177,29.705618185155533
42,-0.007661485978003059,0.11543710955551692,24.087127413068497
43,0.2384212389588356,0.39484252887112753,24.735143389020646
44,0.19785207984122363,0.3298063196919181,34.604720549149945
45,0.1764620123705005,0.31087713688611984,26.66682748233571
46,-0.02728444284626416,0.10051432855072476,23.177908942812966
47,-0.04027411104603247,0.08953330801291899,23.786839398470793
48,0.22416520331587111,0.36673089968306677,31.42792218072074
49,0.19504033029079437,0.3261863231658936,32.46855010986328
50,0.22309362788995107,0.36450531184673307,30.73359031677246
51,0.12653987109661102,0.24138066172599792,39.34503173828125
52,0.1933374305566152,0.3236250463459227,35.410478591918945
53,0.28880969238908666,0.46251773677374186,29.066627201281097
54,0.2385580626130104,0.3898962327837944,27.860759506225588
55,0.29129304736852646,0.4663231037557125,25.959766387939453
56,-0.035806647286965296,0.09456990888485542,22.498633751502403
57,0.209718236590133,0.34608761089689594,29.104914833517636
58,0.24298415765646963,0.4000029181761126,27.240968642696256
59,0.16314628081662313,0.28524514394147055,37.00660705566406
